student;source;target
6448157037210080949;30 bmgc_lecture_10_none_(1);31 bmgc_seminar_10_active_(1)
6448157037210080949;31 bmgc_seminar_10_active_(1);32 calc_class_12_present_(1)
6448157037210080949;32 calc_class_12_present_(1);33 bmgc_lecture_11_none_(1)
6448157037210080949;33 bmgc_lecture_11_none_(1);34 bmgc_seminar_11_absent_(1)
6448157037210080949;34 bmgc_seminar_11_absent_(1);35 calc_class_13_present_(1)
6448157037210080949;35 calc_class_13_present_(1);36 bmgc_lecture_12_none_(1)
6448157037210080949;36 bmgc_lecture_12_none_(1);37 bmgc_seminar_12_present_(1)
6448157037210080949;37 bmgc_seminar_12_present_(1);38 calc_class_14_present_(1)
6448157037210080949;38 calc_class_14_present_(1);39 bmgc_lecture_13_none_(1)
6448157037210080949;39 bmgc_lecture_13_none_(1);40 bmgc_seminar_13_absent_(1)
6448157037210080949;40 bmgc_seminar_13_absent_(1);41 bmgc_lecture_14_pass_(1)
6448157037210080949;41 bmgc_lecture_14_pass_(1);42 bmgc_seminar_14_pass_(1)
6448157037210080949;42 bmgc_seminar_14_pass_(1);43 bmgc_seminar_15_pass_(1)
6448157037210080949;43 bmgc_seminar_15_pass_(1);44 calc_homework_med_(1)
6448157037210080949;44 calc_homework_med_(1);45 bmgc_midterm_test_med_(1)
6448157037210080949;45 bmgc_midterm_test_med_(1);46 calc_quiz_med_(1)
6448157037210080949;46 calc_quiz_med_(1);47 calc_midterm_test_low_(1)
6448157037210080949;47 calc_midterm_test_low_(1);48 calc_oral_test_med_(1)
6448157037210080949;48 calc_oral_test_med_(1);49 calc_exam_low_(1)
6448157037210080949;49 calc_exam_low_(1);50 calc_final_grade_med_(1)
-3344902222767190644;1 bmgc_lecture_1_none_(1);2 bmgc_seminar_1_absent_(1)
-3344902222767190644;2 bmgc_seminar_1_absent_(1);3 bmgc_lecture_2_none_(1)
-3344902222767190644;3 bmgc_lecture_2_none_(1);4 bmgc_seminar_2_present_(1)
-3344902222767190644;4 bmgc_seminar_2_present_(1);5 calc_class_1_present_(2)
-3344902222767190644;5 calc_class_1_present_(2);6 bmgc_lecture_3_none_(1)
-3344902222767190644;6 bmgc_lecture_3_none_(1);7 bmgc_seminar_3_absent_(1)
-3344902222767190644;7 bmgc_seminar_3_absent_(1);8 calc_class_2_present_(2)
-3344902222767190644;8 calc_class_2_present_(2);9 bmgc_lecture_4_none_(2)
-3344902222767190644;9 bmgc_lecture_4_none_(2);10 bmgc_seminar_4_present_(1)
-3344902222767190644;10 bmgc_seminar_4_present_(1);11 calc_class_3_present_(2)
-3344902222767190644;11 calc_class_3_present_(2);12 bmgc_lecture_5_none_(2)
-3344902222767190644;12 bmgc_lecture_5_none_(2);13 bmgc_seminar_5_absent_(1)
-3344902222767190644;13 bmgc_seminar_5_absent_(1);14 calc_class_4_present_(2)
-3344902222767190644;14 calc_class_4_present_(2);15 bmgc_lecture_6_none_(1)
-3344902222767190644;15 bmgc_lecture_6_none_(1);16 bmgc_seminar_6_absent_(1)
-3344902222767190644;16 bmgc_seminar_6_absent_(1);17 calc_class_5_absent_(2)
-3344902222767190644;17 calc_class_5_absent_(2);18 bmgc_lecture_7_none_(2)
-3344902222767190644;18 bmgc_lecture_7_none_(2);19 bmgc_seminar_7_absent_(2)
-3344902222767190644;19 bmgc_seminar_7_absent_(2);20 calc_class_6_absent_(2)
-3344902222767190644;20 calc_class_6_absent_(2);21 bmgc_lecture_8_none_(2)
-3344902222767190644;21 bmgc_lecture_8_none_(2);22 bmgc_seminar_8_absent_(2)
-3344902222767190644;22 bmgc_seminar_8_absent_(2);23 calc_class_7_present_(2)
-3344902222767190644;23 calc_class_7_present_(2);24 bmgc_lecture_9_none_(2)
-3344902222767190644;24 bmgc_lecture_9_none_(2);25 bmgc_seminar_9_absent_(2)
-3344902222767190644;25 bmgc_seminar_9_absent_(2);26 calc_class_8_absent_(1)
-3344902222767190644;26 calc_class_8_absent_(1);27 bmgc_lecture_10_none_(1)
-3344902222767190644;27 bmgc_lecture_10_none_(1);28 bmgc_seminar_10_active_(1)
-3344902222767190644;28 bmgc_seminar_10_active_(1);29 calc_class_9_present_(2)
-3344902222767190644;29 calc_class_9_present_(2);30 bmgc_lecture_11_none_(1)
-3344902222767190644;30 bmgc_lecture_11_none_(1);31 bmgc_seminar_11_absent_(1)
-3344902222767190644;31 bmgc_seminar_11_absent_(1);32 calc_class_10_absent_(2)
-3344902222767190644;32 calc_class_10_absent_(2);33 bmgc_lecture_12_none_(1)
-3344902222767190644;33 bmgc_lecture_12_none_(1);34 bmgc_seminar_12_absent_(1)
-3344902222767190644;34 bmgc_seminar_12_absent_(1);35 calc_class_11_present_(2)
-3344902222767190644;35 calc_class_11_present_(2);36 bmgc_lecture_13_none_(1)
-3344902222767190644;36 bmgc_lecture_13_none_(1);37 bmgc_seminar_13_absent_(1)
-3344902222767190644;37 bmgc_seminar_13_absent_(1);38 calc_class_12_absent_(2)
-3344902222767190644;38 calc_class_12_absent_(2);39 bmgc_lecture_14_none_(1)
-3344902222767190644;39 bmgc_lecture_14_none_(1);40 bmgc_seminar_14_present_(1)
-3344902222767190644;40 bmgc_seminar_14_present_(1);41 calc_class_13_present_(2)
-3344902222767190644;41 calc_class_13_present_(2);42 calc_class_14_absent_(2)
-3344902222767190644;42 calc_class_14_absent_(2);43 bmgc_seminar_15_pass_(1)
-3344902222767190644;43 bmgc_seminar_15_pass_(1);44 calc_homework_med_(1)
-3344902222767190644;44 calc_homework_med_(1);45 calc_quiz_med_(2)
-3344902222767190644;45 calc_quiz_med_(2);46 bmgc_midterm_test_low_(1)
-3344902222767190644;46 bmgc_midterm_test_low_(1);47 calc_midterm_test_med_(1)
-3344902222767190644;47 calc_midterm_test_med_(1);48 calc_oral_test_high_(1)
-3344902222767190644;48 calc_oral_test_high_(1);49 calc_exam_none_(1)
-3344902222767190644;49 calc_exam_none_(1);50 calc_final_grade_med_(1)
-3585955765021940684;1 bmgc_lecture_1_active_(1);2 bmgc_seminar_1_absent_(1)
-3585955765021940684;2 bmgc_seminar_1_absent_(1);3 bmgc_lecture_2_active_(1)
-3585955765021940684;3 bmgc_lecture_2_active_(1);4 bmgc_seminar_2_active_(1)
-3585955765021940684;4 bmgc_seminar_2_active_(1);5 calc_class_1_present_(2)
-3585955765021940684;5 calc_class_1_present_(2);6 bmgc_lecture_3_none_(1)
-3585955765021940684;6 bmgc_lecture_3_none_(1);7 bmgc_seminar_3_active_(2)
-3585955765021940684;7 bmgc_seminar_3_active_(2);8 calc_class_2_present_(2)
-3585955765021940684;8 calc_class_2_present_(2);9 bmgc_lecture_4_active_(1)
-3585955765021940684;9 bmgc_lecture_4_active_(1);10 bmgc_seminar_4_active_(1)
-3585955765021940684;10 bmgc_seminar_4_active_(1);11 calc_class_3_present_(2)
-3585955765021940684;11 calc_class_3_present_(2);12 bmgc_lecture_5_active_(2)
-3585955765021940684;12 bmgc_lecture_5_active_(2);13 bmgc_seminar_5_active_(1)
-3585955765021940684;13 bmgc_seminar_5_active_(1);14 calc_class_4_present_(2)
-3585955765021940684;14 calc_class_4_present_(2);15 bmgc_lecture_6_active_(1)
-3585955765021940684;15 bmgc_lecture_6_active_(1);16 bmgc_seminar_6_absent_(1)
-3585955765021940684;16 bmgc_seminar_6_absent_(1);17 calc_class_5_present_(2)
-3585955765021940684;17 calc_class_5_present_(2);18 bmgc_lecture_7_none_(2)
-3585955765021940684;18 bmgc_lecture_7_none_(2);19 bmgc_seminar_7_active_(2)
-3585955765021940684;19 bmgc_seminar_7_active_(2);20 calc_class_6_present_(2)
-3585955765021940684;20 calc_class_6_present_(2);21 bmgc_lecture_8_active_(2)
-3585955765021940684;21 bmgc_lecture_8_active_(2);22 bmgc_seminar_8_active_(2)
-3585955765021940684;22 bmgc_seminar_8_active_(2);23 calc_class_7_present_(2)
-3585955765021940684;23 calc_class_7_present_(2);24 bmgc_lecture_9_active_(2)
-3585955765021940684;24 bmgc_lecture_9_active_(2);25 bmgc_seminar_9_active_(2)
-3585955765021940684;25 bmgc_seminar_9_active_(2);26 calc_class_8_absent_(1)
-3585955765021940684;26 calc_class_8_absent_(1);27 bmgc_lecture_10_active_(1)
-3585955765021940684;27 bmgc_lecture_10_active_(1);28 bmgc_seminar_10_active_(1)
-3585955765021940684;28 bmgc_seminar_10_active_(1);29 calc_class_9_present_(2)
-3585955765021940684;29 calc_class_9_present_(2);30 bmgc_lecture_11_active_(1)
-3585955765021940684;30 bmgc_lecture_11_active_(1);31 bmgc_seminar_11_active_(1)
-3585955765021940684;31 bmgc_seminar_11_active_(1);32 calc_class_10_present_(2)
-3585955765021940684;32 calc_class_10_present_(2);33 bmgc_lecture_12_none_(1)
-3585955765021940684;33 bmgc_lecture_12_none_(1);34 bmgc_seminar_12_active_(1)
-3585955765021940684;34 bmgc_seminar_12_active_(1);35 calc_class_11_present_(2)
-3585955765021940684;35 calc_class_11_present_(2);36 bmgc_lecture_13_active_(1)
-3585955765021940684;36 bmgc_lecture_13_active_(1);37 bmgc_seminar_13_present_(1)
-3585955765021940684;37 bmgc_seminar_13_present_(1);38 calc_class_12_present_(2)
-3585955765021940684;38 calc_class_12_present_(2);39 bmgc_lecture_14_active_(1)
-3585955765021940684;39 bmgc_lecture_14_active_(1);40 bmgc_seminar_14_present_(1)
-3585955765021940684;40 bmgc_seminar_14_present_(1);41 calc_class_13_present_(2)
-3585955765021940684;41 calc_class_13_present_(2);42 calc_class_14_present_(2)
-3585955765021940684;42 calc_class_14_present_(2);43 bmgc_seminar_15_pass_(1)
-3585955765021940684;43 bmgc_seminar_15_pass_(1);44 calc_homework_med_(1)
-3585955765021940684;44 calc_homework_med_(1);45 calc_quiz_low_(1)
-3585955765021940684;45 calc_quiz_low_(1);46 bmgc_midterm_test_med_(1)
-3585955765021940684;46 bmgc_midterm_test_med_(1);47 calc_midterm_test_low_(1)
-3585955765021940684;47 calc_midterm_test_low_(1);48 calc_oral_test_high_(1)
-3585955765021940684;48 calc_oral_test_high_(1);49 calc_exam_med_(1)
-3585955765021940684;49 calc_exam_med_(1);50 calc_final_grade_med_(1)
-3964604142649057117;1 bmgc_lecture_1_none_(1);2 bmgc_seminar_1_absent_(1)
-3964604142649057117;2 bmgc_seminar_1_absent_(1);3 bmgc_lecture_2_none_(1)
-3964604142649057117;3 bmgc_lecture_2_none_(1);4 bmgc_seminar_2_present_(1)
-3964604142649057117;4 bmgc_seminar_2_present_(1);5 calc_class_1_present_(2)
-3964604142649057117;5 calc_class_1_present_(2);6 bmgc_lecture_3_none_(1)
-3964604142649057117;6 bmgc_lecture_3_none_(1);7 bmgc_seminar_3_absent_(1)
-3964604142649057117;7 bmgc_seminar_3_absent_(1);8 calc_class_2_absent_(2)
-3964604142649057117;8 calc_class_2_absent_(2);9 bmgc_lecture_4_none_(2)
-3964604142649057117;9 bmgc_lecture_4_none_(2);10 bmgc_seminar_4_present_(1)
-3964604142649057117;10 bmgc_seminar_4_present_(1);11 calc_class_3_present_(2)
-3964604142649057117;11 calc_class_3_present_(2);12 bmgc_lecture_5_none_(2)
-3964604142649057117;12 bmgc_lecture_5_none_(2);13 bmgc_seminar_5_active_(1)
-3964604142649057117;13 bmgc_seminar_5_active_(1);14 calc_class_4_present_(2)
-3964604142649057117;14 calc_class_4_present_(2);15 bmgc_lecture_6_none_(1)
-3964604142649057117;15 bmgc_lecture_6_none_(1);16 bmgc_seminar_6_absent_(1)
-3964604142649057117;16 bmgc_seminar_6_absent_(1);17 calc_class_5_present_(2)
-3964604142649057117;17 calc_class_5_present_(2);18 bmgc_lecture_7_none_(2)
-3964604142649057117;18 bmgc_lecture_7_none_(2);19 bmgc_seminar_7_present_(2)
-3964604142649057117;19 bmgc_seminar_7_present_(2);20 calc_class_6_absent_(2)
-3964604142649057117;20 calc_class_6_absent_(2);21 bmgc_lecture_8_none_(2)
-3964604142649057117;21 bmgc_lecture_8_none_(2);22 bmgc_seminar_8_present_(2)
-3964604142649057117;22 bmgc_seminar_8_present_(2);23 calc_class_7_present_(2)
-3964604142649057117;23 calc_class_7_present_(2);24 bmgc_lecture_9_none_(2)
-3964604142649057117;24 bmgc_lecture_9_none_(2);25 bmgc_seminar_9_present_(2)
-3964604142649057117;25 bmgc_seminar_9_present_(2);26 calc_class_8_present_(1)
-3964604142649057117;26 calc_class_8_present_(1);27 bmgc_lecture_10_none_(1)
-3964604142649057117;27 bmgc_lecture_10_none_(1);28 bmgc_seminar_10_present_(1)
-3964604142649057117;28 bmgc_seminar_10_present_(1);29 calc_class_9_present_(2)
-3964604142649057117;29 calc_class_9_present_(2);30 bmgc_lecture_11_none_(1)
-3964604142649057117;30 bmgc_lecture_11_none_(1);31 bmgc_seminar_11_present_(1)
-3964604142649057117;31 bmgc_seminar_11_present_(1);32 calc_class_10_present_(2)
-3964604142649057117;32 calc_class_10_present_(2);33 bmgc_lecture_12_none_(1)
-3964604142649057117;33 bmgc_lecture_12_none_(1);34 bmgc_seminar_12_present_(1)
-3964604142649057117;34 bmgc_seminar_12_present_(1);35 calc_class_11_present_(2)
-3964604142649057117;35 calc_class_11_present_(2);36 bmgc_lecture_13_none_(1)
-3964604142649057117;36 bmgc_lecture_13_none_(1);37 bmgc_seminar_13_present_(1)
-3964604142649057117;37 bmgc_seminar_13_present_(1);38 calc_class_12_present_(2)
-3964604142649057117;38 calc_class_12_present_(2);39 bmgc_lecture_14_none_(1)
-3964604142649057117;39 bmgc_lecture_14_none_(1);40 bmgc_seminar_14_active_(1)
-3964604142649057117;40 bmgc_seminar_14_active_(1);41 calc_class_13_present_(2)
-3964604142649057117;41 calc_class_13_present_(2);42 calc_class_14_present_(2)
-3964604142649057117;42 calc_class_14_present_(2);43 bmgc_seminar_15_pass_(1)
-3964604142649057117;43 bmgc_seminar_15_pass_(1);44 calc_homework_med_(1)
-3964604142649057117;44 calc_homework_med_(1);45 calc_quiz_low_(1)
-3964604142649057117;45 calc_quiz_low_(1);46 bmgc_midterm_test_none_(1)
-3964604142649057117;46 bmgc_midterm_test_none_(1);47 calc_midterm_test_med_(1)
-3964604142649057117;47 calc_midterm_test_med_(1);48 calc_oral_test_med_(1)
-3964604142649057117;48 calc_oral_test_med_(1);49 calc_exam_low_(1)
-3964604142649057117;49 calc_exam_low_(1);50 calc_final_grade_med_(1)
-4449006243887613608;1 bmgc_lecture_1_none_(1);2 bmgc_seminar_1_absent_(1)
-4449006243887613608;2 bmgc_seminar_1_absent_(1);3 bmgc_lecture_2_none_(1)
-4449006243887613608;3 bmgc_lecture_2_none_(1);4 bmgc_seminar_2_present_(1)
-4449006243887613608;4 bmgc_seminar_2_present_(1);5 calc_class_1_present_(2)
-4449006243887613608;5 calc_class_1_present_(2);6 bmgc_lecture_3_none_(1)
-4449006243887613608;6 bmgc_lecture_3_none_(1);7 bmgc_seminar_3_active_(2)
-4449006243887613608;7 bmgc_seminar_3_active_(2);8 calc_class_2_present_(2)
-4449006243887613608;8 calc_class_2_present_(2);9 bmgc_lecture_4_none_(2)
-4449006243887613608;9 bmgc_lecture_4_none_(2);10 bmgc_seminar_4_active_(1)
-4449006243887613608;10 bmgc_seminar_4_active_(1);11 calc_class_3_present_(2)
-4449006243887613608;11 calc_class_3_present_(2);12 bmgc_lecture_5_none_(2)
-4449006243887613608;12 bmgc_lecture_5_none_(2);13 bmgc_seminar_5_active_(1)
-4449006243887613608;13 bmgc_seminar_5_active_(1);14 calc_class_4_present_(2)
-4449006243887613608;14 calc_class_4_present_(2);15 bmgc_lecture_6_none_(1)
-4449006243887613608;15 bmgc_lecture_6_none_(1);16 bmgc_seminar_6_absent_(1)
-4449006243887613608;16 bmgc_seminar_6_absent_(1);17 calc_class_5_present_(2)
-4449006243887613608;17 calc_class_5_present_(2);18 bmgc_lecture_7_none_(2)
-4449006243887613608;18 bmgc_lecture_7_none_(2);19 bmgc_seminar_7_active_(2)
-4449006243887613608;19 bmgc_seminar_7_active_(2);20 calc_class_6_present_(2)
-4449006243887613608;20 calc_class_6_present_(2);21 bmgc_lecture_8_none_(2)
-4449006243887613608;21 bmgc_lecture_8_none_(2);22 bmgc_seminar_8_present_(2)
-4449006243887613608;22 bmgc_seminar_8_present_(2);23 calc_class_7_present_(2)
-4449006243887613608;23 calc_class_7_present_(2);24 bmgc_lecture_9_none_(2)
-4449006243887613608;24 bmgc_lecture_9_none_(2);25 bmgc_seminar_9_active_(2)
-4449006243887613608;25 bmgc_seminar_9_active_(2);26 calc_class_8_present_(1)
-4449006243887613608;26 calc_class_8_present_(1);27 bmgc_lecture_10_active_(1)
-4449006243887613608;27 bmgc_lecture_10_active_(1);28 bmgc_seminar_10_active_(1)
-4449006243887613608;28 bmgc_seminar_10_active_(1);29 calc_class_9_present_(2)
-4449006243887613608;29 calc_class_9_present_(2);30 bmgc_lecture_11_none_(1)
-4449006243887613608;30 bmgc_lecture_11_none_(1);31 bmgc_seminar_11_active_(1)
-4449006243887613608;31 bmgc_seminar_11_active_(1);32 calc_class_10_present_(2)
-4449006243887613608;32 calc_class_10_present_(2);33 bmgc_lecture_12_none_(1)
-4449006243887613608;33 bmgc_lecture_12_none_(1);34 bmgc_seminar_12_active_(1)
-4449006243887613608;34 bmgc_seminar_12_active_(1);35 calc_class_11_present_(2)
-4449006243887613608;35 calc_class_11_present_(2);36 bmgc_lecture_13_none_(1)
-4449006243887613608;36 bmgc_lecture_13_none_(1);37 bmgc_seminar_13_present_(1)
-4449006243887613608;37 bmgc_seminar_13_present_(1);38 calc_class_12_present_(2)
-4449006243887613608;38 calc_class_12_present_(2);39 bmgc_lecture_14_none_(1)
-4449006243887613608;39 bmgc_lecture_14_none_(1);40 bmgc_seminar_14_present_(1)
-4449006243887613608;40 bmgc_seminar_14_present_(1);41 calc_class_13_present_(2)
-4449006243887613608;41 calc_class_13_present_(2);42 calc_class_14_present_(2)
-4449006243887613608;42 calc_class_14_present_(2);43 bmgc_seminar_15_pass_(1)
-4449006243887613608;43 bmgc_seminar_15_pass_(1);44 calc_homework_med_(1)
-4449006243887613608;44 calc_homework_med_(1);45 calc_quiz_low_(1)
-4449006243887613608;45 calc_quiz_low_(1);46 bmgc_midterm_test_none_(1)
-4449006243887613608;46 bmgc_midterm_test_none_(1);47 calc_midterm_test_med_(1)
-4449006243887613608;47 calc_midterm_test_med_(1);48 calc_oral_test_med_(1)
-4449006243887613608;48 calc_oral_test_med_(1);49 calc_exam_none_(1)
-4449006243887613608;49 calc_exam_none_(1);50 calc_final_grade_med_(1)
-6132395659609055476;1 bmgc_lecture_1_none_(1);2 bmgc_seminar_1_absent_(1)
-6132395659609055476;2 bmgc_seminar_1_absent_(1);3 bmgc_lecture_2_none_(1)
-6132395659609055476;3 bmgc_lecture_2_none_(1);4 bmgc_seminar_2_present_(1)
-6132395659609055476;4 bmgc_seminar_2_present_(1);5 calc_class_1_absent_(2)
-6132395659609055476;5 calc_class_1_absent_(2);6 bmgc_lecture_3_none_(1)
-6132395659609055476;6 bmgc_lecture_3_none_(1);7 bmgc_seminar_3_absent_(1)
-6132395659609055476;7 bmgc_seminar_3_absent_(1);8 calc_class_2_absent_(2)
-6132395659609055476;8 calc_class_2_absent_(2);9 bmgc_lecture_4_none_(2)
-6132395659609055476;9 bmgc_lecture_4_none_(2);10 bmgc_seminar_4_present_(1)
-6132395659609055476;10 bmgc_seminar_4_present_(1);11 calc_class_3_present_(2)
-6132395659609055476;11 calc_class_3_present_(2);12 bmgc_lecture_5_none_(2)
-6132395659609055476;12 bmgc_lecture_5_none_(2);13 bmgc_seminar_5_present_(1)
-6132395659609055476;13 bmgc_seminar_5_present_(1);14 calc_class_4_present_(2)
-6132395659609055476;14 calc_class_4_present_(2);15 bmgc_lecture_6_none_(1)
-6132395659609055476;15 bmgc_lecture_6_none_(1);16 bmgc_seminar_6_absent_(1)
-6132395659609055476;16 bmgc_seminar_6_absent_(1);17 calc_class_5_present_(2)
-6132395659609055476;17 calc_class_5_present_(2);18 bmgc_lecture_7_none_(2)
-6132395659609055476;18 bmgc_lecture_7_none_(2);19 bmgc_seminar_7_present_(2)
-6132395659609055476;19 bmgc_seminar_7_present_(2);20 calc_class_6_absent_(2)
-6132395659609055476;20 calc_class_6_absent_(2);21 bmgc_lecture_8_none_(2)
-6132395659609055476;21 bmgc_lecture_8_none_(2);22 bmgc_seminar_8_absent_(2)
-6132395659609055476;22 bmgc_seminar_8_absent_(2);23 calc_class_7_present_(2)
-6132395659609055476;23 calc_class_7_present_(2);24 bmgc_lecture_9_none_(2)
-6132395659609055476;24 bmgc_lecture_9_none_(2);25 bmgc_seminar_9_present_(2)
-6132395659609055476;25 bmgc_seminar_9_present_(2);26 calc_class_8_present_(1)
-6132395659609055476;26 calc_class_8_present_(1);27 bmgc_lecture_10_none_(1)
-6132395659609055476;27 bmgc_lecture_10_none_(1);28 bmgc_seminar_10_absent_(1)
-6132395659609055476;28 bmgc_seminar_10_absent_(1);29 calc_class_9_absent_(2)
-6132395659609055476;29 calc_class_9_absent_(2);30 bmgc_lecture_11_none_(1)
-6132395659609055476;30 bmgc_lecture_11_none_(1);31 bmgc_seminar_11_absent_(1)
-6132395659609055476;31 bmgc_seminar_11_absent_(1);32 calc_class_10_present_(2)
-6132395659609055476;32 calc_class_10_present_(2);33 bmgc_lecture_12_none_(1)
-6132395659609055476;33 bmgc_lecture_12_none_(1);34 bmgc_seminar_12_absent_(1)
-6132395659609055476;34 bmgc_seminar_12_absent_(1);35 calc_class_11_present_(2)
-6132395659609055476;35 calc_class_11_present_(2);36 bmgc_lecture_13_none_(1)
-6132395659609055476;36 bmgc_lecture_13_none_(1);37 bmgc_seminar_13_absent_(1)
-6132395659609055476;37 bmgc_seminar_13_absent_(1);38 calc_class_12_present_(2)
-6132395659609055476;38 calc_class_12_present_(2);39 bmgc_lecture_14_none_(1)
-6132395659609055476;39 bmgc_lecture_14_none_(1);40 bmgc_seminar_14_absent_(1)
-6132395659609055476;40 bmgc_seminar_14_absent_(1);41 calc_class_13_present_(2)
-6132395659609055476;41 calc_class_13_present_(2);42 calc_class_14_present_(2)
-6132395659609055476;42 calc_class_14_present_(2);43 bmgc_seminar_15_pass_(1)
-6132395659609055476;43 bmgc_seminar_15_pass_(1);44 calc_homework_high_(1)
-6132395659609055476;44 calc_homework_high_(1);45 calc_quiz_low_(1)
-6132395659609055476;45 calc_quiz_low_(1);46 bmgc_midterm_test_med_(1)
-6132395659609055476;46 bmgc_midterm_test_med_(1);47 calc_midterm_test_low_(1)
-6132395659609055476;47 calc_midterm_test_low_(1);48 calc_oral_test_med_(1)
-6132395659609055476;48 calc_oral_test_med_(1);49 calc_exam_med_(1)
-6132395659609055476;49 calc_exam_med_(1);50 calc_final_grade_med_(1)
-6248365293619568929;1 bmgc_lecture_1_none_(1);2 bmgc_seminar_1_absent_(1)
-6248365293619568929;2 bmgc_seminar_1_absent_(1);3 bmgc_lecture_2_none_(1)
-6248365293619568929;3 bmgc_lecture_2_none_(1);4 bmgc_seminar_2_present_(1)
-6248365293619568929;4 bmgc_seminar_2_present_(1);5 calc_class_1_present_(2)
-6248365293619568929;5 calc_class_1_present_(2);6 bmgc_lecture_3_none_(1)
-6248365293619568929;6 bmgc_lecture_3_none_(1);7 bmgc_seminar_3_absent_(1)
-6248365293619568929;7 bmgc_seminar_3_absent_(1);8 calc_class_2_present_(2)
-6248365293619568929;8 calc_class_2_present_(2);9 bmgc_lecture_4_none_(2)
-6248365293619568929;9 bmgc_lecture_4_none_(2);10 bmgc_seminar_4_absent_(1)
-6248365293619568929;10 bmgc_seminar_4_absent_(1);11 calc_class_3_present_(2)
-6248365293619568929;11 calc_class_3_present_(2);12 bmgc_lecture_5_none_(2)
-6248365293619568929;12 bmgc_lecture_5_none_(2);13 bmgc_seminar_5_present_(1)
-6248365293619568929;13 bmgc_seminar_5_present_(1);14 calc_class_4_present_(2)
-6248365293619568929;14 calc_class_4_present_(2);15 bmgc_lecture_6_none_(1)
-6248365293619568929;15 bmgc_lecture_6_none_(1);16 bmgc_seminar_6_absent_(1)
-6248365293619568929;16 bmgc_seminar_6_absent_(1);17 calc_class_5_present_(2)
-6248365293619568929;17 calc_class_5_present_(2);18 bmgc_lecture_7_none_(2)
-6248365293619568929;18 bmgc_lecture_7_none_(2);19 bmgc_seminar_7_present_(2)
-6248365293619568929;19 bmgc_seminar_7_present_(2);20 calc_class_6_present_(2)
-6248365293619568929;20 calc_class_6_present_(2);21 bmgc_lecture_8_none_(2)
-6248365293619568929;21 bmgc_lecture_8_none_(2);22 bmgc_seminar_8_present_(2)
-6248365293619568929;22 bmgc_seminar_8_present_(2);23 calc_class_7_present_(2)
-6248365293619568929;23 calc_class_7_present_(2);24 bmgc_lecture_9_none_(2)
-6248365293619568929;24 bmgc_lecture_9_none_(2);25 bmgc_seminar_9_absent_(2)
-6248365293619568929;25 bmgc_seminar_9_absent_(2);26 calc_class_8_absent_(1)
-6248365293619568929;26 calc_class_8_absent_(1);27 bmgc_lecture_10_none_(1)
-6248365293619568929;27 bmgc_lecture_10_none_(1);28 bmgc_seminar_10_absent_(1)
-6248365293619568929;28 bmgc_seminar_10_absent_(1);29 calc_class_9_absent_(2)
-6248365293619568929;29 calc_class_9_absent_(2);30 bmgc_lecture_11_none_(1)
-6248365293619568929;30 bmgc_lecture_11_none_(1);31 bmgc_seminar_11_present_(1)
-6248365293619568929;31 bmgc_seminar_11_present_(1);32 calc_class_10_present_(2)
-6248365293619568929;32 calc_class_10_present_(2);33 bmgc_lecture_12_none_(1)
-6248365293619568929;33 bmgc_lecture_12_none_(1);34 bmgc_seminar_12_present_(1)
-6248365293619568929;34 bmgc_seminar_12_present_(1);35 calc_class_11_present_(2)
-6248365293619568929;35 calc_class_11_present_(2);36 bmgc_lecture_13_none_(1)
-6248365293619568929;36 bmgc_lecture_13_none_(1);37 bmgc_seminar_13_present_(1)
-6248365293619568929;37 bmgc_seminar_13_present_(1);38 calc_class_12_present_(2)
-6248365293619568929;38 calc_class_12_present_(2);39 bmgc_lecture_14_none_(1)
-6248365293619568929;39 bmgc_lecture_14_none_(1);40 bmgc_seminar_14_absent_(1)
-6248365293619568929;40 bmgc_seminar_14_absent_(1);41 calc_class_13_absent_(2)
-6248365293619568929;41 calc_class_13_absent_(2);42 calc_class_14_absent_(2)
-6248365293619568929;42 calc_class_14_absent_(2);43 bmgc_seminar_15_pass_(1)
-6248365293619568929;43 bmgc_seminar_15_pass_(1);44 calc_homework_high_(1)
-6248365293619568929;44 calc_homework_high_(1);45 calc_quiz_low_(1)
-6248365293619568929;45 calc_quiz_low_(1);46 bmgc_midterm_test_none_(1)
-6248365293619568929;46 bmgc_midterm_test_none_(1);47 calc_midterm_test_low_(1)
-6248365293619568929;47 calc_midterm_test_low_(1);48 calc_oral_test_med_(1)
-6248365293619568929;48 calc_oral_test_med_(1);49 calc_exam_low_(1)
-6248365293619568929;49 calc_exam_low_(1);50 calc_final_grade_med_(1)
-6535432040388747753;1 bmgc_lecture_1_active_(1);2 bmgc_seminar_1_absent_(1)
-6535432040388747753;2 bmgc_seminar_1_absent_(1);3 bmgc_lecture_2_none_(1)
-6535432040388747753;3 bmgc_lecture_2_none_(1);4 bmgc_seminar_2_present_(1)
-6535432040388747753;4 bmgc_seminar_2_present_(1);5 calc_class_1_present_(2)
-6535432040388747753;5 calc_class_1_present_(2);6 bmgc_lecture_3_none_(1)
-6535432040388747753;6 bmgc_lecture_3_none_(1);7 bmgc_seminar_3_present_(1)
-6535432040388747753;7 bmgc_seminar_3_present_(1);8 calc_class_2_present_(2)
-6535432040388747753;8 calc_class_2_present_(2);9 bmgc_lecture_4_none_(2)
-6535432040388747753;9 bmgc_lecture_4_none_(2);10 bmgc_seminar_4_present_(1)
